ForwardLength_max,ForwardLength_min,ForwardLength_sd,ForwardLength_avg,ForwardTime_max,ForwardTime_min,ForwardTime_sd,ForwardTime_avg,BackwardLength_max,BackwardLength_min,BackwardLength_sd,BackwardLength_avg,BackwardTime_max,BackwardTime_min,BackwardTime_sd,BackwardTime_avg,VPN
309.0,180.0,60.81118318204309,266.0,0.008914,0.000256,0.004014142194237214,0.0032396666666666663,1454.0,60.0,614.248740046276,878.71875,0.003813,0.0,0.0008829019440308407,0.00037496875,0
312.0,180.0,62.22539674441618,268.0,0.009019,0.000455,0.003953885880441614,0.003431333333333333,1454.0,312.0,467.95217704376586,1131.6,0.022823,2e-06,0.007147637976282795,0.0034324,0
310.0,180.0,61.282587702834114,266.6666666666667,0.009812,0.000492,0.0043348621918375,0.003683333333333333,1454.0,60.0,546.2162265072077,1132.6904761904761,0.063006,1e-06,0.010721031006053776,0.0031273095238095235,0
599.0,151.0,179.42173781345446,407.2,30.924955,0.000403,12.368735879672112,6.187484400000001,1454.0,173.0,518.6108849609695,885.5,0.07484,3e-06,0.028685248848493543,0.048501,0
309.0,180.0,60.81118318204309,266.0,0.009319,0.000607,0.0038435657345173057,0.003932666666666667,1454.0,60.0,604.4689542620586,934.5,0.003744,1e-06,0.0009071246276008606,0.0004249,0
312.0,180.0,62.22539674441618,268.0,0.00934,0.000471,0.004068804820419218,0.0035929999999999994,1454.0,254.0,520.7329722634883,983.3076923076923,0.031046,1e-06,0.010051926039351448,0.006411230769230768,0
310.0,180.0,61.282587702834114,266.6666666666667,0.009462,0.000417,0.0041415907035287245,0.0036133333333333334,1454.0,60.0,523.1478536080349,1143.7428571428572,0.088803,1e-06,0.01565349040855145,0.004125828571428572,0
122.0,122.0,0.0,122.0,30.99228,0.0,8.150892533789683,28.198434384615382,105.0,105.0,0.0,105.0,0.010647,0.008396,0.000725075209320797,0.009171307692307694,0
94.0,94.0,0.0,94.0,0.000224,0.000126,2.738836338629221e-05,0.00016285714285714284,90.0,90.0,0.0,90.0,8.400343,7.16399,0.46435980259606985,7.792466285714285,0
94.0,94.0,0.0,94.0,0.000167,9.2e-05,2.556703872934359e-05,0.00013257142857142856,90.0,90.0,0.0,90.0,8.192663,7.680265,0.16875376707704579,8.065557857142858,0
309.0,180.0,60.81118318204309,266.0,0.009934,0.000386,0.004264255881419667,0.0039373333333333335,1454.0,60.0,603.6060905093652,922.5,0.003049,1e-06,0.0007558800741674816,0.00041253125000000003,0
312.0,180.0,62.22539674441618,268.0,0.008777,0.000539,0.0038014197347833087,0.003405,1454.0,88.0,533.306774338706,1032.8666666666666,0.030719,1e-06,0.00935514148975489,0.0057202,0
310.0,180.0,61.282587702834114,266.6666666666667,0.01006,0.000324,0.0045365819977403925,0.0036456666666666664,1454.0,60.0,522.1723826763695,1131.9473684210527,0.088561,1e-06,0.01508191447798752,0.0038696842105263155,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0
309.0,180.0,60.81118318204309,266.0,0.010857,0.000469,0.004867986305102621,0.003973,1454.0,60.0,609.6290335882552,879.4375,0.012747,0.0,0.002492563902609871,0.0008465625000000001,0
312.0,180.0,62.22539674441618,268.0,0.009273,0.000906,0.003841922175161803,0.003846,1454.0,194.0,448.8134660900339,1173.8125,0.022677,1e-06,0.007115457002847744,0.004183125,0
310.0,180.0,61.282587702834114,266.6666666666667,0.011228,0.000501,0.0050508740497726395,0.004085,1454.0,60.0,542.825926195115,1132.5263157894738,0.091882,1e-06,0.015175930009721722,0.0035803947368421053,0
309.0,180.0,60.81118318204309,266.0,0.009392,0.000746,0.004072702815357661,0.003632333333333333,1454.0,60.0,604.5461989514669,934.6,0.003506,1e-06,0.0007230377898530308,0.00029743333333333326,0
312.0,180.0,62.22539674441618,268.0,0.008418,0.000559,0.003661942138022149,0.0032403333333333333,1454.0,131.0,572.8871028859536,970.7142857142857,0.025292,1e-06,0.008131587138613047,0.005071500000000001,0
310.0,180.0,61.282587702834114,266.6666666666667,0.009688,0.00042,0.004286422932417607,0.003629666666666667,1454.0,60.0,565.4271222122582,1084.2972972972973,0.08701,1e-06,0.014065375803919299,0.0026576216216216224,0
599.0,151.0,179.42173781345446,407.2,36.368576,0.000484,14.546138996963778,7.276298999999999,1454.0,173.0,518.6108849609695,885.5,0.054713,1e-06,0.021207569891137926,0.01902175,0
309.0,180.0,60.81118318204309,266.0,0.008368,0.000404,0.003702823337220758,0.0031330000000000004,1454.0,60.0,604.3158749086992,934.3,0.004389,1e-06,0.0011355760266147847,0.0004972333333333333,0
312.0,180.0,62.22539674441618,268.0,0.010489,0.000556,0.004532379728133997,0.004091,1454.0,290.0,533.6302465190669,1020.4,0.026327,2e-06,0.008136970591688285,0.0049453,0
310.0,180.0,61.282587702834114,266.6666666666667,0.010147,0.000699,0.004420740310048634,0.0038956666666666666,1454.0,60.0,556.3449802364821,1116.7837837837837,0.062003,1e-06,0.010590937563126016,0.0025224864864864874,0
309.0,180.0,60.81118318204309,266.0,0.01026,0.000402,0.004592490779038708,0.0037666666666666664,1454.0,60.0,600.7602120167826,964.8275862068965,0.003535,0.0,0.0008023732218600924,0.00044862068965517243,0
312.0,180.0,62.22539674441618,268.0,0.009799,0.000563,0.004203418000733318,0.0038673333333333333,1454.0,88.0,576.9925379837151,884.3333333333334,0.061523,1e-06,0.01720224414684026,0.00896625,0
310.0,180.0,61.282587702834114,266.6666666666667,0.010312,0.000454,0.0046426339028137415,0.003746333333333333,1454.0,60.0,535.9124406508225,1128.5263157894738,0.064182,2e-06,0.010588303307491735,0.002412447368421053,0
309.0,180.0,60.81118318204309,266.0,0.008106,0.000703,0.003486747577136416,0.0031750000000000003,1454.0,60.0,609.5122254439699,945.516129032258,0.003055,0.0,0.000837309751016147,0.00038216129032258065,0
312.0,180.0,62.22539674441618,268.0,0.007464,0.00064,0.0030219746303810475,0.003224,1454.0,194.0,569.8967976748071,993.2,0.027293,3e-06,0.008317213767242008,0.0040325000000000005,0
310.0,180.0,61.282587702834114,266.6666666666667,0.010612,0.000403,0.00473223064620575,0.003922666666666667,1454.0,60.0,564.9071450793735,1078.9722222222222,0.060928,1e-06,0.010826266158487589,0.0034128055555555556,0
309.0,180.0,60.81118318204309,266.0,0.008185,0.00066,0.0035124975286665873,0.003218333333333333,1454.0,60.0,611.9667403706326,965.8620689655172,0.003485,1e-06,0.0008672494014847996,0.0004046896551724137,0
312.0,180.0,62.22539674441618,268.0,0.00827,0.000645,0.0034623341195724527,0.0033856666666666666,1454.0,194.0,497.627345718271,1140.4545454545455,0.076793,2e-06,0.021695498625938496,0.00917790909090909,0
310.0,180.0,61.282587702834114,266.6666666666667,0.010339,0.000548,0.00454646091909838,0.003911666666666667,1454.0,60.0,550.045168599816,1075.25,0.092084,1e-06,0.015557480921321547,0.003576222222222222,0
309.0,180.0,60.81118318204309,266.0,0.010007,0.000435,0.00446065159664669,0.0037,1454.0,60.0,593.5628029285597,947.3571428571429,0.003124,1e-06,0.0007018858516343594,0.0004074642857142857,0
312.0,180.0,62.22539674441618,268.0,0.009509,0.000578,0.00405685628151761,0.0037856666666666668,1454.0,88.0,523.6484531432694,987.5454545454545,0.029606,1e-06,0.010323184183475097,0.006976636363636363,0
310.0,180.0,61.282587702834114,266.6666666666667,0.010157,0.000687,0.004437806239824156,0.0038813333333333334,1454.0,60.0,551.8935785321148,1133.871794871795,0.090575,1e-06,0.01523155506847795,0.004758128205128206,0
309.0,180.0,60.81118318204309,266.0,0.009581,0.000463,0.0042528215993097515,0.0035676666666666665,1454.0,60.0,608.5204580308348,897.060606060606,0.00388,1e-06,0.0008541235612317692,0.0004498181818181818,0
312.0,180.0,62.22539674441618,268.0,0.009481,0.000565,0.0040481506340001175,0.0037703333333333334,1454.0,157.0,565.5218690510562,895.375,0.074335,2e-06,0.023914455140928888,0.01171275,0
